trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,total_amount
1.10,-73.971649169921875,40.762233734130859,-73.989555358886719,40.768035888671875,15.99
3.40,-73.980186462402344,40.720474243164062,-73.969520568847656,40.756271362304688,18.8
1.40,-73.976081848144531,40.751399993896484,-74.000228881835938,40.758350372314453,12.35
1.40,-73.9847412109375,40.760826110839844,-73.984840393066406,40.747955322265625,10.3
2.20,-73.991462707519531,40.75,-73.997161865234375,40.725021362304688,16.64
1.50,-73.996383666992188,40.732177734375,-73.987724304199219,40.745735168457031,12.35
1.90,-73.974708557128906,40.777976989746094,-73.989959716796875,40.756999969482422,14.8
1.53,-73.982093811035156,40.740798950195313,-73.977851867675781,40.758041381835937,14.3
1.90,-74.00042724609375,40.732437133789063,-73.983772277832031,40.756000518798828,12.25
.90,-73.977302551269531,40.749542236328125,-73.990287780761719,40.756855010986328,11.8
1.90,-73.980247497558594,40.755744934082031,-73.964920043945313,40.774204254150391,11.15
1.70,-73.982673645019531,40.731086730957031,-73.978256225585937,40.751167297363281,17.15
1.77,-73.995101928710938,40.744819641113281,-73.996772766113281,40.725421905517578,12.36
2.23,-73.984260559082031,40.775241851806641,-73.980903625488281,40.751804351806641,17.25
1.65,-73.96929931640625,40.765983581542969,-73.987907409667969,40.754325866699219,14.75
1.30,-73.980865478515625,40.767646789550781,-73.980400085449219,40.753932952880859,10.3
1.60,-73.981002807617187,40.73345947265625,-73.990852355957031,40.748695373535156,12.95
1.00,-73.993911743164062,40.751216888427734,-73.98162841796875,40.7589111328125,12.35
1.10,-73.991416931152344,40.749870300292969,-73.985267639160156,40.753372192382812,15.95
1.20,-73.976974487304688,40.751922607421875,-73.984519958496094,40.7442626953125,12.3
1.93,-73.953323364257813,40.767410278320313,-73.973396301269531,40.752899169921875,14.75
1.86,-73.983749389648438,40.744281768798828,-73.976837158203125,40.765171051025391,16.8
.71,-73.985832214355469,40.750858306884766,-73.992149353027344,40.749431610107422,10.8
2.60,-73.972389221191406,40.745429992675781,-73.948074340820313,40.778453826904297,14.3
1.80,-73.952728271484375,40.772232055664063,-73.974845886230469,40.761333465576172,13.8
2.30,-73.9912109375,40.750240325927734,-73.964462280273438,40.764556884765625,16.6
2.53,-73.984107971191406,40.749210357666016,-73.996452331542969,40.718860626220703,18.36
1.36,-73.959739685058594,40.813850402832031,-73.968231201171875,40.798149108886719,11.16
1.73,-73.973243713378906,40.75518798828125,-73.991622924804687,40.749523162841797,12.3
3.43,-73.985343933105469,40.758308410644531,-74.010757446289062,40.713344573974609,16.3
2.36,-73.984077453613281,40.77545166015625,-73.9813232421875,40.750400543212891,16.56
3.90,-73.979721069335938,40.7310791015625,-74.011138916015625,40.701633453369141,17.16
1.18,-73.983512878417969,40.730098724365234,-73.993721008300781,40.718551635742188,10.3
1.80,-73.995643615722656,40.749061584472656,-73.989356994628906,40.769538879394531,14.76
1.72,-73.946914672851563,40.776008605957031,-73.969810485839844,40.788040161132812,12.36
1.40,-73.956626892089844,40.76690673828125,-73.974021911621094,40.762786865234375,11.75
1.98,-73.967987060546875,40.762508392333984,-73.992721557617188,40.752731323242188,14.3
3.54,-73.995864868164063,40.759090423583984,-73.973602294921875,40.791965484619141,15.3
.60,-73.998847961425781,40.726295471191406,-73.988143920898438,40.722652435302734,10.1
2.57,-73.955230712890625,40.782810211181641,-73.98052978515625,40.753688812255859,18.36
1.60,-74.004463195800781,40.724269866943359,-73.990882873535156,40.745536804199219,14.75
2.00,-73.953536987304687,40.767204284667969,-73.979248046875,40.762416839599609,18.59
3.50,-73.969108581542969,40.754150390625,-73.983848571777344,40.714599609375,14.3
1.40,-73.990882873535156,40.750816345214844,-73.975151062011719,40.755916595458984,12.95
2.00,-73.870704650878906,40.773693084716797,-73.869583129882813,40.749294281005859,11.8
1.50,-73.996200561523438,40.738071441650391,-74.00958251953125,40.726089477539063,11.8
3.81,-73.991203308105469,40.727611541748047,-74.009941101074219,40.702110290527344,17.76
1.70,-73.971138000488281,40.760734558105469,-73.9879150390625,40.743827819824219,16.56
1.90,-73.980461120605469,40.734310150146484,-74.001350402832031,40.719978332519531,12.36
1.12,-73.980300903320313,40.74578857421875,-73.972846984863281,40.758609771728516,10.56
1.46,-73.959678649902344,40.763530731201172,-73.974906921386719,40.755138397216797,11.62
2.90,-74.008628845214844,40.720874786376953,-73.980117797851563,40.743316650390625,18.8
4.40,-73.985267639160156,40.76116943359375,-74.013984680175781,40.713851928710937,19.8
.60,-73.971473693847656,40.750457763671875,-73.979339599609375,40.749671936035156,14.15
1.30,-73.986442565917969,40.734661102294922,-74.007469177246094,40.741889953613281,12.95
1.20,-73.99200439453125,40.754173278808594,-73.979438781738281,40.765304565429688,10.8
1.96,-73.994369506835938,40.732940673828125,-73.9832763671875,40.752838134765625,13.56
2.20,-73.991462707519531,40.750232696533203,-73.996940612792969,40.725246429443359,16.6
3.33,-74.0029296875,40.760440826416016,-74.01434326171875,40.713878631591797,17.76
2.13,-73.98187255859375,40.778167724609375,-73.959236145019531,40.769149780273437,17.94
2.40,-73.986083984375,40.730915069580078,-73.981773376464844,40.758201599121094,19.85
1.90,-73.985237121582031,40.735950469970703,-73.9779052734375,40.757923126220703,16.3
3.70,-73.966438293457031,40.773284912109375,-73.977119445800781,40.736316680908203,15.8
1.80,-73.971847534179687,40.781761169433594,-73.953956604003906,40.766574859619141,12.96
2.20,-73.947380065917969,40.773521423339844,-73.967147827148438,40.758460998535156,12.8
2.10,-73.987030029296875,40.729293823242187,-74.005760192871094,40.750110626220703,15.95
1.80,-73.952156066894531,40.777149200439453,-73.970756530761719,40.758083343505859,12.95
1.00,-73.964080810546875,40.773727416992187,-73.974357604980469,40.762443542480469,10.7
2.00,-74.006111145019531,40.734992980957031,-73.983482360839844,40.751258850097656,16.55
2.44,-73.967445373535156,40.760665893554687,-73.952293395996094,40.789867401123047,10.8
1.10,-73.9954833984375,40.759506225585938,-73.981613159179688,40.752140045166016,11.15
2.40,-74.000907897949219,40.740135192871094,-73.975418090820313,40.754386901855469,14.8
2.90,-73.9591064453125,40.763275146484375,-73.983940124511719,40.749042510986328,17.8
1.02,-73.962379455566406,40.810337066650391,-73.970314025878906,40.796802520751953,10.79
1.20,-73.983924865722656,40.721652984619141,-74.003791809082031,40.723468780517578,12.3
1.50,-73.98529052734375,40.760044097900391,-73.998725891113281,40.753589630126953,11.8
.90,-73.972816467285156,40.755100250244141,-73.976783752441406,40.744285583496094,10.8
2.54,-73.996231079101563,40.738029479980469,-74.009620666503906,40.71044921875,19.3
1.60,-74.004531860351563,40.721416473388672,-74.007881164550781,40.741985321044922,10.3
3.18,-73.977920532226563,40.752361297607422,-74.0084228515625,40.734939575195313,17.8
1.40,-73.948738098144531,40.781852722167969,-73.954513549804687,40.765571594238281,10.8
1.80,-73.987663269042969,40.702377319335938,-74.010421752929688,40.709434509277344,12.8
.54,-73.978118896484375,40.748401641845703,-73.973060607910156,40.750080108642578,10.56
1.13,-73.962333679199219,40.763999938964844,-73.972518920898437,40.749561309814453,10.3
1.40,-73.971633911132813,40.782215118408203,-73.971183776855469,40.766597747802734,11.8
1.10,-73.982391357421875,40.772926330566406,-73.974685668945313,40.760768890380859,11.15
2.60,-74.014434814453125,40.716987609863281,-74.000312805175781,40.748569488525391,12.8
1.40,-73.981880187988281,40.779460906982422,-73.974853515625,40.763710021972656,12.3
1.60,-73.9976806640625,40.751327514648438,-73.97900390625,40.759090423583984,15.8
2.30,-74.004951477050781,40.751571655273438,-74.004829406738281,40.721420288085937,11.8
1.68,-73.964546203613281,40.77001953125,-73.981941223144531,40.766441345214844,11.8
2.10,-73.997138977050781,40.722305297851563,-73.977394104003906,40.745689392089844,12.8
2.50,-73.954750061035156,40.76727294921875,-73.970726013183594,40.748687744140625,14.1
2.02,-73.979927062988281,40.770641326904297,-73.958358764648438,40.78173828125,14.76
.67,-74.000068664550781,40.761520385742187,-73.989700317382812,40.760509490966797,10.56
1.97,-73.977943420410156,40.752399444580078,-74.006057739257813,40.750370025634766,11.3
1.40,-73.967941284179687,40.765602111816406,-73.953849792480469,40.784698486328125,11.75
1.80,-73.975288391113281,40.759403228759766,-73.994781494140625,40.750293731689453,17.75
2.10,-73.983024597167969,40.7742919921875,-73.9703369140625,40.799335479736328,12.35
2.04,-73.990692138671875,40.756546020507813,-73.967887878417969,40.765720367431641,17.25
1.79,-73.989295959472656,40.741943359375,-73.978660583496094,40.763572692871094,17.25
1.63,-73.960823059082031,40.757179260253906,-73.979606628417969,40.746551513671875,16.3
1.61,-73.991012573242188,40.765850067138672,-73.969169616699219,40.767608642578125,13.56
1.52,-73.992523193359375,40.748931884765625,-73.978469848632812,40.75238037109375,15.36
1.74,-73.959259033203125,40.763210296630859,-73.98193359375,40.770095825195313,13.8
1.70,-73.982185363769531,40.775520324707031,-73.976814270019531,40.758495330810547,11.8
1.00,-73.976020812988281,40.748821258544922,-73.969047546386719,40.760772705078125,13.55
1.23,-73.979698181152344,40.761398315429688,-73.989936828613281,40.772430419921875,12.25
1.24,-73.984825134277344,40.764278411865234,-73.997909545898437,40.753181457519531,10.38
1.40,-73.976150512695312,40.743980407714844,-73.991119384765625,40.732650756835938,12.3
1.65,-73.97064208984375,40.764068603515625,-73.991020202636719,40.755359649658203,11.16
1.32,-73.976722717285156,40.780261993408203,-73.981475830078125,40.766132354736328,11.16
3.26,-73.964118957519531,40.756858825683594,-73.997451782226563,40.724090576171875,17.8
1.90,-74.001884460449219,40.750732421875,-73.991813659667969,40.730361938476563,17.76
1.20,-73.968788146972656,40.764408111572266,-73.981559753417969,40.752483367919922,11.3
1.90,-73.953849792480469,40.778850555419922,-73.972160339355469,40.759815216064453,17.9
1.18,-73.967414855957031,40.787956237792969,-73.952003479003906,40.79022216796875,11.16
2.65,-73.99066162109375,40.734840393066406,-73.964599609375,40.764419555664063,19.3
1.65,-73.98223876953125,40.777896881103516,-73.973350524902344,40.763790130615234,18.36
2.35,-73.992256164550781,40.712669372558594,-73.990249633789063,40.740268707275391,16.8
1.00,-73.996475219726563,40.762435913085937,-73.985610961914062,40.755374908447266,11.76
1.01,-73.9676513671875,40.756076812744141,-73.983413696289062,40.758903503417969,17.16
2.60,-74.004203796386719,40.725700378417969,-73.980148315429687,40.753154754638672,19.75
1.82,-73.988525390625,40.737274169921875,-73.981407165527344,40.758094787597656,17.88
1.73,-73.982223510742188,40.777881622314453,-73.958969116210938,40.774978637695312,14.3
1.32,-73.9547119140625,40.769596099853516,-73.971267700195313,40.766754150390625,11.16
2.00,-73.975318908691406,40.724994659423828,-74.002388000488281,40.739799499511719,17.3
1.57,-73.989883422851562,40.757331848144531,-73.969314575195313,40.761833190917969,14.04
1.68,-73.958877563476562,40.763889312744141,-73.982200622558594,40.762378692626953,12.98
1.59,-73.961639404296875,40.762554168701172,-73.982948303222656,40.760311126708984,14.14
1.03,-73.979629516601563,40.752681732177734,-73.967483520507813,40.760471343994141,11.62
2.40,-74.007522583007812,40.715591430664063,-73.986648559570313,40.736782073974609,14.75
1.74,-74.008155822753906,40.738582611083984,-74.013717651367187,40.715030670166016,11.16
2.82,-73.951927185058594,40.768840789794922,-73.977676391601562,40.738285064697266,11.8
1.80,-73.985000610351563,40.779033660888672,-73.974494934082031,40.762096405029297,14.16
2.90,-73.99713134765625,40.722713470458984,-73.999725341796875,40.753150939941406,14.3
4.57,-73.987739562988281,40.718528747558594,-73.958198547363281,40.764816284179688,18.8
1.50,-73.962554931640625,40.7728271484375,-73.980186462402344,40.764438629150391,14.15
1.67,-74.008651733398438,40.719352722167969,-73.992546081542969,40.73065185546875,12.36
.90,-73.979011535644531,40.750297546386719,-73.988075256347656,40.7379150390625,10.35
1.90,-73.954620361328125,40.769657135009766,-73.974723815917969,40.756153106689453,11.8
1.30,-73.954734802246094,40.766006469726562,-73.970466613769531,40.756526947021484,12.95
2.10,-73.978904724121094,40.785106658935547,-73.98663330078125,40.762901306152344,13.3
2.11,-73.969902038574219,40.789680480957031,-73.959022521972656,40.813350677490234,10.3
1.10,-73.976409912109375,40.775604248046875,-73.98187255859375,40.766075134277344,10.3
.88,-73.967666625976562,40.762950897216797,-73.968971252441406,40.753250122070313,10.56
2.62,-73.980674743652344,40.783000946044922,-73.945831298828125,40.773433685302734,17.76
1.92,-74.009963989257813,40.712390899658203,-74.008003234863281,40.703578948974609,16.64
2.80,-73.964462280273438,40.773960113525391,-73.991691589355469,40.754024505615234,16.5
